,3679.5,4483.0,0.8001905056461185E+00,0.1249219504061797E+00,0.5508726193626526E+00,-0.2015664111540486E+00
,3679.5,4484.0,0.8004999974815936E+00,0.1248167245105062E+00,0.5504221829259863E+00,-0.2016332307505604E+00
,3679.5,4485.0,0.8008092054312340E+00,0.1247115309005775E+00,0.5499715751697997E+00,-0.2017000668385344E+00
,3679.5,4486.0,0.8011180743515580E+00,0.1246065353610943E+00,0.5495207944654270E+00,-0.2017670406293320E+00
,3679.5,4487.0,0.8014266218444211E+00,0.1245016381938769E+00,0.5490698618229984E+00,-0.2018340870640348E+00
,3679.5,4488.0,0.8017348479820839E+00,0.1243968897743356E+00,0.5486187671322419E+00,-0.2019012028450102E+00
,3679.5,4489.0,0.8020427306490518E+00,0.1242923945097603E+00,0.5481674964834184E+00,-0.2019684498590441E+00
,3679.5,4490.0,0.8023503466091805E+00,0.1241879419588018E+00,0.5477160340638819E+00,-0.2020356959828986E+00
,3679.5,4491.0,0.8026576289690172E+00,0.1240836128790245E+00,0.5472644425750324E+00,-0.2021029878083447E+00
,3679.5,4492.0,0.8029644981617943E+00,0.1239796898412001E+00,0.5468127034053736E+00,-0.2021705182362863E+00
,3679.5,4493.0,0.8032711981428113E+00,0.1238754169209367E+00,0.5463608074176790E+00,-0.2022378094828428E+00
,3679.5,4494.0,0.8035777618986866E+00,0.1237707294567644E+00,0.5459087450018698E+00,-0.2023047931598808E+00
,3679.5,4495.0,0.8038841446023847E+00,0.1236658018827358E+00,0.5454565014588246E+00,-0.2023715804528518E+00
,3679.5,4496.0,0.8041902435321165E+00,0.1235610933342121E+00,0.5450040076555739E+00,-0.2024384847556989E+00
,3679.5,4497.0,0.8044960111176649E+00,0.1234566165684580E+00,0.5445513265898475E+00,-0.2025055177439524E+00
,3679.5,4498.0,0.8048015166210262E+00,0.1233521956554030E+00,0.5440984350994540E+00,-0.2025725738179429E+00
,3679.5,4499.0,0.8051067088720505E+00,0.1232480125738425E+00,0.5436453296059995E+00,-0.2026397552600704E+00
,3679.5,4500.0,0.8054115219023144E+00,0.1231440912975546E+00,0.5431921120334889E+00,-0.2027070359368137E+00
,3679.5,4501.0,0.8057160098354345E+00,0.1230403824114651E+00,0.5427387357211775E+00,-0.2027743583576092E+00
,3679.5,4502.0,0.8060202538994029E+00,0.1229366608254853E+00,0.5422851875843411E+00,-0.2028415709906236E+00
,3679.5,4503.0,0.8063242840443476E+00,0.1228327530614340E+00,0.5418314964244765E+00,-0.2029085830573562E+00
,3679.5,4504.0,0.8066280499354899E+00,0.1227288008571543E+00,0.5413776784537689E+00,-0.2029754656615268E+00
,3679.5,4505.0,0.8069315581506484E+00,0.1226248422743949E+00,0.5409236969096354E+00,-0.2030422678567528E+00
,3679.5,4506.0,0.8072348602052811E+00,0.1225207180936629E+00,0.5404695338679746E+00,-0.2031089287376210E+00
,3679.5,4507.0,0.8075380001484892E+00,0.1224162966610457E+00,0.5400151867840683E+00,-0.2031753598185077E+00
,3679.5,4508.0,0.8078409112897931E+00,0.1223117758698569E+00,0.5395606689415016E+00,-0.2032416695042041E+00
,3679.5,4509.0,0.8081435803990643E+00,0.1222072218690147E+00,0.5391059741893467E+00,-0.2033078875331709E+00
,3679.5,4510.0,0.8084460078276300E+00,0.1221026553442431E+00,0.5386510920605889E+00,-0.2033740277312577E+00
,3679.5,4511.0,0.8087482001995486E+00,0.1219979406492802E+00,0.5381960755948400E+00,-0.2034400047208937E+00
,3679.5,4512.0,0.8090501582626412E+00,0.1218930739868096E+00,0.5377409298431463E+00,-0.2035058044962458E+00
,3679.5,4513.0,0.8093517564363059E+00,0.1217884003056891E+00,0.5372856857187825E+00,-0.2035716378234049E+00
,3679.5,4514.0,0.8096529379950345E+00,0.1216840869049637E+00,0.5368303443075628E+00,-0.2036376301944749E+00
,3679.5,4515.0,0.8099538079359802E+00,0.1215798973365152E+00,0.5363748539422013E+00,-0.2037036417721306E+00
,3679.5,4516.0,0.8102543972571536E+00,0.1214757482453706E+00,0.5359192049882674E+00,-0.2037696250535533E+00
,3679.5,4517.0,0.8105547284375136E+00,0.1213716001344223E+00,0.5354633883508103E+00,-0.2038355383264417E+00
,3679.5,4518.0,0.8108547694241952E+00,0.1212674857000856E+00,0.5350074452794107E+00,-0.2039013815839830E+00
,3679.5,4519.0,0.8111544639245256E+00,0.1211636159288816E+00,0.5345513605915156E+00,-0.2039672936647656E+00
,3679.5,4520.0,0.8114537907397570E+00,0.1210599525208880E+00,0.5340951886553095E+00,-0.2040332393209654E+00
,3679.5,4521.0,0.8117528138178809E+00,0.1209563305164729E+00,0.5336389044735180E+00,-0.2040991301888707E+00
,3679.5,4522.0,0.8120515816866449E+00,0.1208526043178458E+00,0.5331825053212363E+00,-0.2041648664555852E+00
,3679.5,4523.0,0.8123501168785123E+00,0.1207487093456569E+00,0.5327259813123495E+00,-0.2042304228177392E+00
,3679.5,4524.0,0.8126484211330081E+00,0.1206446007544008E+00,0.5322693645937510E+00,-0.2042957352631555E+00
