,3680.5,9000.0,0.9565417979083161E+00,0.3410927281955077E-01,0.1702700602748070E+00,-0.2342486989295510E+00
,3680.5,9001.0,0.9566377863697754E+00,0.3398099210645207E-01,0.1697347246479225E+00,-0.2342638707937787E+00
,3680.5,9002.0,0.9567334764878317E+00,0.3385250100943613E-01,0.1691994587374282E+00,-0.2342789072737756E+00
,3680.5,9003.0,0.9568288924638694E+00,0.3372349715481653E-01,0.1686642565860531E+00,-0.2342937577408235E+00
,3680.5,9004.0,0.9569240306325358E+00,0.3359412933440034E-01,0.1681290553996000E+00,-0.2343084609309247E+00
,3680.5,9005.0,0.9570188937103673E+00,0.3346429170173047E-01,0.1675938894557518E+00,-0.2343229961561601E+00
,3680.5,9006.0,0.9571134565818040E+00,0.3333409416388829E-01,0.1670588318855419E+00,-0.2343373981691580E+00
,3680.5,9007.0,0.9572077041952097E+00,0.3320406084255977E-01,0.1665237346785432E+00,-0.2343517597241262E+00
,3680.5,9008.0,0.9573016298828260E+00,0.3307420969088919E-01,0.1659886203349807E+00,-0.2343660900545502E+00
,3680.5,9009.0,0.9573952520181783E+00,0.3294464716463808E-01,0.1654533163763918E+00,-0.2343804212458940E+00
,3680.5,9010.0,0.9574886349826149E+00,0.3281435155731779E-01,0.1649179188100202E+00,-0.2343945653493201E+00
,3680.5,9011.0,0.9575817719236128E+00,0.3268341394646407E-01,0.1643823723674695E+00,-0.2344085750275882E+00
,3680.5,9012.0,0.9576746216196814E+00,0.3255225245211237E-01,0.1638467262088666E+00,-0.2344225254619692E+00
,3680.5,9013.0,0.9577671769622188E+00,0.3242083361933269E-01,0.1633110947632416E+00,-0.2344363683045174E+00
,3680.5,9014.0,0.9578594498192050E+00,0.3228927264589391E-01,0.1627753690771697E+00,-0.2344501154069492E+00
,3680.5,9015.0,0.9579514350337538E+00,0.3215769232579809E-01,0.1622395425262893E+00,-0.2344637752048615E+00
,3680.5,9016.0,0.9580431166487253E+00,0.3202612567998383E-01,0.1617036884303549E+00,-0.2344773575118504E+00
,3680.5,9017.0,0.9581345090248821E+00,0.3189458793933269E-01,0.1611677187154223E+00,-0.2344908620945076E+00
,3680.5,9018.0,0.9582256206008390E+00,0.3176278772897086E-01,0.1606317295792347E+00,-0.2345042278137259E+00
,3680.5,9019.0,0.9583164662311878E+00,0.3163076867335025E-01,0.1600956138167713E+00,-0.2345174608719487E+00
,3680.5,9020.0,0.9584070768897250E+00,0.3149823050737072E-01,0.1595593419994732E+00,-0.2345304941442878E+00
,3680.5,9021.0,0.9584974111456647E+00,0.3136530702682109E-01,0.1590230715253559E+00,-0.2345433710700782E+00
,3680.5,9022.0,0.9585874473120132E+00,0.3123229441321502E-01,0.1584868123294048E+00,-0.2345561336510999E+00
,3680.5,9023.0,0.9586772252513862E+00,0.3109882913332816E-01,0.1579505440432083E+00,-0.2345686809350223E+00
,3680.5,9024.0,0.9587667111472278E+00,0.3096519397794386E-01,0.1574143042627280E+00,-0.2345810883828957E+00
,3680.5,9025.0,0.9588558953994630E+00,0.3083145962687811E-01,0.1568780619397891E+00,-0.2345934067797989E+00
,3680.5,9026.0,0.9589447888540873E+00,0.3069755293224264E-01,0.1563418491818798E+00,-0.2346055801911383E+00
